,title,post_id,kind_name,floor_str,price,section_name,role_name,area,contact,refresh_time,station,distance
211,葫洲捷運站步行三分鐘,13496259,獨立套房,1F/13F,"9,500",內湖區,屋主,6,謝先生,7天前,葫洲站,225
212,捷運東湖站【超值採光】流理台★獨立洗衣機,13496196,獨立套房,5F/5F,"9,999",內湖區,仲介,7,張先生,22小時內,東湖站,694
213,全新裝潢超美豪華大套房,13495778,獨立套房,3F/4F,"11,500",北投區,屋主,12,鄧小姐,7小時內,石牌站,507
214,東湖MRT✯一樓溫馨套房近哈拉影城,13495046,獨立套房,1F/5F,"9,000",內湖區,仲介,6,吳先生,19小時內,東湖站,561
215,中山國小電梯、獨洗、代收垃圾,13494815,獨立套房,9F/10F,"12,000",中山區,仲介,6,顏小姐,5分鐘內,中山國小站,280
216,龍山寺旁漂亮景觀套房(離捷運站3分鐘,13494416,獨立套房,5F/5F,"11,000",萬華區,屋主,8,林小姐,16小時內,龍山寺站,270
217,*台電大樓*採光套房，機能優，附飲水機,13493616,獨立套房,5F/5F,"11,500",中正區,仲介,6,邰先生,17小時內,台電大樓站,281
218,民權西路捷運，電梯套房/垃圾代收/獨立洗,13493466,獨立套房,7F/7F,"9,999",中山區,仲介,5,余先生,24小時內,雙連站,290
219,文德捷運、新裝潢採光、獨立洗、生活機能強,13493420,獨立套房,頂樓加蓋/4F,"11,999",內湖區,仲介,7,邵先生,21小時內,文德站,338
220,乾淨漂亮的套房,13493159,獨立套房,3F/4F,"9,500",士林區,屋主,6,林先生,7小時內,士林站,356
221,西門町漢口街二段乾淨8坪套房有陽台,13492736,獨立套房,2F/4F,"11,000",萬華區,屋主,8,陳小姐,6天前,西門站,628
222,雙連站/電梯大樓/獨洗垃圾代收/機能房,13492687,獨立套房,7F/7F,"9,999",中山區,仲介,5,余先生,24小時內,雙連站,290
223,最後1間麟光捷運58秒近101信義商圈,13492194,獨立套房,3F/4F,"9,998",信義區,屋主,7,吳先生,12小時內,麟光站,50
224,近捷運永春站_採光好通風佳套房,13492121,獨立套房,2F/4F,"11,000",信義區,屋主,6,蔡小姐,7小時內,永春站,688
225,捷運台電大樓師大夜市超值首選採光佳機能好,13491981,獨立套房,5F/5F,"11,000",中正區,仲介,5.5,租屋專員,18小時內,台電大樓站,281
226,文德站，垃圾代，秒殺價，內科旁,13491657,獨立套房,2F/5F,"10,495",內湖區,仲介,6.5,江先生,21小時內,文德站,403
227,象山站、北醫、裝潢、舒適、安靜,13489998,獨立套房,4F/5F,"10,998",信義區,仲介,6,吳先生,19小時內,麟光站,634
228,近捷運世貿站◆電梯套房◆採光佳機能優,13489854,獨立套房,6F/7F,"10,998",信義區,仲介,5,吳先生,18小時內,台北101/世貿站,422
229,台北市中正區和平西路2段套房出租,8780368,獨立套房,4F/4F,"10,000",中正區,屋主,5,楊先生,19小時內,小南門站,536
230,租屋獨立套房租房子短租套房找房子中山站,13488461,獨立套房,4F/6F,"9,500",中山區,代理人,7,顏先生,11小時內,中山站,592
231,近北門站/官方賴預約時間/詳情文宣說明,13486994,獨立套房,5F/5F,"11,000",大同區,仲介,6.5,林先生,21小時內,台北車站,316
232,91巷內科套房,13486849,獨立套房,3F/4F,"11,500",內湖區,屋主,6,楊先生,3天前,文湖國小站,108
233,近南京三民站，獨立套房出租,13486565,獨立套房,3F/4F,"10,500",松山區,屋主,5,張先生,7小時內,南京三民站,531
234,近萬隆捷運，裝潢新，設備期全，環境清幽,13486562,獨立套房,1F/2F,"10,000",文山區,屋主,6,黃先生,7小時內,萬隆站,598
235,台北市中心高級全新裝潢、優質設備(6),13484718,獨立套房,B1/7F,"12,000",中山區,屋主,10,蔡先生,14天前,松江南京站,624
236,生活機能便利，近後山埤捷運站,13484499,獨立套房,2F/3F,"10,300",南港區,屋主,7,周先生,7小時內,松山站,413
237,港墘捷運，採光大套房，天然氣w,13484485,獨立套房,3F/5F,"11,499",內湖區,仲介,6,邵先生,21小時內,港墘站,349
238,捷運西門站優質商務套房,13484386,獨立套房,3F/4F,"11,000",中正區,仲介,6,魏先生,14天前,西門站,297
239,近關渡站小資套房優惠出租中,13483896,獨立套房,1F/5F,"10,000",北投區,仲介,8,張小姐,2天前,關渡站,478
240,橋頭站美粧套房/萬元有找/小資采光美屋,13483712,獨立套房,4F/4F,"10,988",大同區,仲介,7.7,周先生,6天前,大橋頭站,379
241,采光加獨立陽台/流理台獨洗/全新裝璜,13483692,獨立套房,頂樓加蓋/1F,"11,999",大同區,仲介,7,值班人員,6天前,民權西路站,465
242,台電大樓，超值採光套房，附飲水機，非頂加,13483691,獨立套房,5F/5F,"11,500",中正區,仲介,5.5,陳先生,2天前,台電大樓站,281
243,近西湖捷運6分~獨陽台+洗衣機*近內科~,13483670,獨立套房,3F/5F,"11,500",內湖區,代理人,7,楊小姐,22小時內,西湖站,262
244,港漧西湖雙捷運~內科最愛~獨洗可炊採光好,13483250,獨立套房,5F/5F,"12,000",內湖區,代理人,7,楊小姐,22小時內,港墘站,358
245,*內湖站5分*頂加套房*可短租*代收垃圾,13483208,獨立套房,6F/6F,"9,000",內湖區,代理人,7,楊小姐,22小時內,內湖站,182
246,吉林國小旁美套房1,13482662,獨立套房,6F/7F,"11,000",中山區,屋主,5,李小姐,14天前,行天宮站,559
247,捷運台電大樓1分【超值】洗衣機★師大首選,13482451,獨立套房,4F/5F,"9,499",大安區,仲介,5,黃先生,11小時內,台電大樓站,207
248,近麟光捷運站套房出租B,13482173,獨立套房,2F/5F,"9,000",大安區,屋主,4.5,陳先生,12小時內,麟光站,190
249,雙捷運小資首選採光佳獨立洗衣機生活便利,13482109,獨立套房,4F/4F,"11,000",內湖區,仲介,8,租屋專員,2天前,東湖站,541
250,漢口街/可養寵物/電梯套房/西門站,13481185,獨立套房,3F/4F,"11,000",萬華區,仲介,6,郭先生,2小時內,西門站,412
251,近新北投捷運復興公園~採光套房附家電,13481114,獨立套房,2F/3F,"12,000",北投區,仲介,8,李玉梅,18小時內,新北投站,232
252,東湖捷運、獨立洗/流理臺、大坪數、機能強,13480827,獨立套房,頂樓加蓋/5F,"9,999",內湖區,仲介,8,邵先生,21小時內,東湖站,493
253,港墘捷運、裝潢大坪數、垃圾代收/機能強,13480822,獨立套房,6F/6F,"10,999",內湖區,仲介,10,邵先生,21小時內,港墘站,533
254,西門捷運站6號出口步行5分鐘最佳優質套房,13480426,獨立套房,2F/5F,"9,500",萬華區,屋主,7,白先生,10小時內,峨眉街口(中醫院區)站,66
255,松江南京/對外窗/獨曬/電梯/採光好,13479785,獨立套房,6F/7F,"11,999",中山區,仲介,6,謝先生,19小時內,行天宮站,559
256,後山埤站大套房,13479616,獨立套房,2F/3F,"10,995",南港區,仲介,6,高先生,19小時內,後山埤站,571
257,東區sogo附近套房(捷運站走路五分鐘),13479576,獨立套房,1F/7F,"11,000",大安區,屋主,5,黃先生,6天前,忠孝敦化站,296
258,🏆MRT西門成都內江誠品美寓優選🏆,13471320,獨立套房,3F/4F,"11,998",萬華區,仲介,6,林小姐,10小時內,西門站,305
259,近港墘捷運站雅致陽光通風套房,13479191,獨立套房,4F/5F,"9,800",內湖區,仲介,6,黃先生,18小時內,港墘站,442
260,建國北路一段17巷近北科大捷運松江南京站,13476854,獨立套房,2F/3F,"9,000",中山區,屋主,5,陳小姐,19小時內,忠孝新生站,685
261,電梯獨立套房位南京長安東新生中山北路交便,13476275,獨立套房,5F/7F,"10,000",中山區,屋主,8,王先生,12小時內,松江南京站,585
262,善導寺站/小資首選.電梯大樓,13475991,獨立套房,5F/7F,"10,000",中山區,仲介,6,林小姐,18小時內,善導寺站,618
263,🌈雙連/可寵/可入戶籍/通透套房,13475916,獨立套房,2F/3F,"10,500",大同區,仲介,6,馮小姐,21小時內,大橋頭站,504
264,◎可寵◎雙人床可住兩人◎捷運南京三民站◎,13475856,獨立套房,2F/3F,"9,000",松山區,仲介,7,高先生,昨日,南京三民站,384
265,南港區玉成公園旁報稅好宅2樓,13475527,獨立套房,2F/3F,"9,500",南港區,屋主,8,劉小姐,11天前,後山埤站,768
266,信義安和/可貓/黃金地段/機能好/對外窗,13475431,獨立套房,4F/4F,"11,498",大安區,仲介,5,謝先生,19小時內,信義安和站,425
267,捷運南京復興3分鐘/台電.台水帳單,13475072,獨立套房,5F/5F,"12,000",中山區,仲介,6,莊先生,21小時內,南京復興站,269
268,捷運台電大樓站1分【師大首選】獨立洗衣機,13475020,獨立套房,4F/5F,"9,499",大安區,仲介,5,黃先生,15小時內,台電大樓站,207
269,*後山埤二分鐘採光套房，天然瓦斯，機能優,13474382,獨立套房,頂樓加蓋/5F,"9,000",南港區,仲介,6,邰先生,17小時內,後山埤站,177
270,溫馨電梯套房，捷運龍山寺站步行3分鐘,13473812,獨立套房,6F/6F,"11,500",萬華區,代理人,7,李先生,7小時內,龍山寺站,233
271,可養寵物，近捷運東湖站.生活機能棒.,13473543,獨立套房,3F/5F,"9,500",內湖區,仲介,5,王先生,12小時內,東湖站,149
272,離萬隆捷運4號出口近1分鐘,13472757,獨立套房,1F/5F,"10,000",文山區,屋主,6,王先生,20小時內,萬隆站,253
273,近北醫吳興國小信義國中獨立套房*限女性,13472467,獨立套房,2F/4F,"9,000",信義區,屋主,4,張小姐,16天前,象山站,692
274,💖MRT西門成都內江誠品美寓優選💖,13471290,獨立套房,3F/4F,"11,998",萬華區,仲介,6,林小姐,9小時內,西門站,352
275,優質小套房北投捷運交通便利適合一人居住,13471054,獨立套房,1F/2F,"10,800",北投區,屋主,5,高先生,16天前,新北投站,338
276,四通八達松山火車站優質獨立套房,13471135,獨立套房,2F/5F,"12,000",信義區,代理人,6,俞先生,7小時內,松山站,447
277,*雙捷運*採光大空間*獨立洗衣機*飲水機,13470928,獨立套房,4F/4F,"11,000",內湖區,仲介,8,邰先生,17小時內,東湖站,541
278,松山區光復南路套房安靜交通便捷購物方便,13470774,獨立套房,5F/5F,"9,000",松山區,屋主,10,簡爸爸,2天前,國父紀念館站,440
279,近崑陽捷運2分.開心喜悅安靜房鄰全聯綠地,13470640,獨立套房,2F/3F,"9,955",南港區,屋主,6,何小姐,8小時內,後山埤站,559
280,長春中原黃金景觀套房,13469992,獨立套房,6F/7F,"12,000",中山區,屋主,7,吳小姐,17天前,行天宮站,559
281,吳興街獨立套房出租,13468485,獨立套房,4F/4F,"9,500",信義區,屋主,5,何先生,7小時內,台北101/世貿站,496
282,八德路四段二樓套房,13468455,獨立套房,2F/3F,"10,000",松山區,仲介,4.5,何先生,18小時內,南京三民站,471
283,★短租另議★北門捷運★垃圾代收★晒衣空間,13468431,獨立套房,頂樓加蓋/4F,"10,000",大同區,仲介,6,洪先生,13小時內,台北車站,316
284,南京三民、饒河夜市、京華城、家樂福,13468247,獨立套房,2F/2F,"10,000",松山區,仲介,6,陳先生,12小時內,南京三民站,471
285,林森超值套房.善導寺.松江南京.中山站,13468103,獨立套房,5F/7F,"10,000",中山區,仲介,6,白小姐,9小時內,善導寺站,488
286,近東湖捷運站，走路5分鐘可到，機能方便,13467166,獨立套房,1F/4F,"12,000",內湖區,屋主,4.2,林先生,7小時內,東湖站,289
287,近台北醫學院套房出租，生活機能佳！,13465844,獨立套房,1F/4F,"11,000",信義區,屋主,5,蔡先生,18天前,麟光站,570
288,北醫大旁◆超值套房◆採光佳廁所對外窗,13463967,獨立套房,4F/5F,"11,990",信義區,仲介,6,吳先生,18小時內,麟光站,634
289,30秒就到捷運站超大套房,13462510,獨立套房,5F/5F,"10,000",內湖區,屋主,6,鍾小姐,18天前,內湖站,101
290,東區微風藍線商圈小套房,13462390,獨立套房,4F/4F,"12,000",大安區,屋主,4,林先生,18天前,忠孝復興站,336
291,精緻套房出租,13462013,獨立套房,5F/5F,"12,000",信義區,屋主,6,李老師,7小時內,台北101/世貿站,367
292,汀州路一段鄰近東吳大學，文化大學（城區部,13461529,獨立套房,1F/3F,"11,000",中正區,屋主,8,楊媽媽,7小時內,植物園站,211
293,台電大樓/師大/乾淨/整新/對外窗,13460753,獨立套房,頂樓加蓋/4F,"11,795",中正區,仲介,5,謝先生,19小時內,台電大樓站,495
294,龍山寺/交通便利/報稅可寵/申請補助,13458177,獨立套房,頂樓加蓋/4F,"12,000",萬華區,仲介,8,邱先生,5天前,龍山寺站,264
295,永春捷運，採光套房，對外窗，獨立洗,13457777,獨立套房,3F/4F,"9,499",信義區,仲介,6,吳先生,19小時內,永春站,348
296,近內科文德捷運站生活機能佳*獨立洗衣機,13445655,獨立套房,頂樓加蓋/4F,"12,000",內湖區,屋主,8,林小姐,7小時內,文德站,338
297,文德站，新裝潢，內科旁，採光佳,13455612,獨立套房,3F/4F,"11,997",內湖區,仲介,8.5,江先生,21小時內,文德站,262
298,★可短租★水泥隔音★電梯★京站旁,13454682,獨立套房,5F/5F,"11,150",大同區,仲介,5,洪先生,21小時內,台北車站,141
299,737巷X弄X號,13453269,獨立套房,頂樓加蓋/5F,"9,500",內湖區,屋主,5,石小姐,20天前,港墘站,374
300,榮星花園、新裝潢採光、獨洗/垃圾代收,13452527,獨立套房,3F/4F,"9,499",中山區,仲介,6,邵先生,21小時內,中山國中站,759
301,獨立洗衣機，復興崗捷運站通風安靜單人套房,13437852,獨立套房,4F/5F,"9,200",北投區,屋主,6,陳小姐,7小時內,復興崗站,471
302,"近文德捷運站,內科,碧湖公園套房",13451181,獨立套房,3F/4F,"12,000",內湖區,屋主,8,張先生,7小時內,文德站,262
303,捷運中山國小超值首選採光佳生活便利,13450389,獨立套房,5F/5F,"11,000",中山區,仲介,6.5,租屋專員,18小時內,中山國小站,283
304,全新裝潢獨立套房，1樓及B1獨立進出方便,13449336,獨立套房,1F/5F,"12,000",北投區,屋主,20,李先生電話0922-088866,3天前,唭哩岸站,492
305,市政府、代收垃圾、可申請補助、入戶籍,13345019,獨立套房,2F/2F,"11,988",信義區,仲介,7,陳先生,12小時內,市政府站,331
306,*中山國小超值採光，生活機能優，可寵,13447674,獨立套房,5F/5F,"9,000",中山區,仲介,6,邰先生,17小時內,中山國小站,283
307,"內科對面,獨立洗衣機,港墘站,通風採光佳",13447121,獨立套房,6F/6F,"12,000",內湖區,屋主,8,柯先生,7小時內,港墘站,366
308,玉成街後山埤捷運站走路3分鐘獨立套房,13445533,獨立套房,1F/3F,"10,000",南港區,屋主,5,蔡先生,7小時內,後山埤站,261
309,小資女幸福套房,13441820,獨立套房,6F/6F,"12,000",文山區,屋主,15,蔡先生,7小時內,萬芳醫院站,513
310,套房(水泥隔間.代收垃圾.獨洗.對外窗),13440758,獨立套房,2F/5F,"11,000",大同區,代理人,7,謝先生,13小時內,台北車站,427
311,泰順街走路五分鐘就到師大的便宜套房,13438891,獨立套房,4F/4F,"12,000",大安區,屋主,9,陳先生,7天前,師大綜合大樓站,139
312,南港展覽館*獨立洗衣機*對外窗*採光套房,13436444,獨立套房,頂樓加蓋/5F,"10,000",南港區,仲介,6,邰先生,17小時內,南港展覽館站,453
313,景美來來社區,13436156,獨立套房,頂樓加蓋/5F,"12,000",文山區,屋主,7,蔡先生,10天前,萬芳醫院站,548
314,捷運永春站★變頻冷氣★全新裝潢★有對外窗,13436150,獨立套房,4F/4F,"12,000",信義區,仲介,6.5,陳先生,10小時內,永春站,591
315,精緻裝潢大空間個人洗衣機,13433563,獨立套房,4F/4F,"11,000",士林區,代理人,6,羅小姐,12小時內,芝山站,772
316,世新大學美套房、採光佳、傢俱全,13421462,獨立套房,2F/2F,"12,000",文山區,仲介,8,劉先生,2天前,復興派出所站,79
317,忠孝新生/黃金地段/對外窗/戶數少/超值,13432930,獨立套房,頂樓加蓋/4F,"9,998",大安區,仲介,4,謝先生,19小時內,大安森林公園站,446
318,全新裝潢租屋，靠近行天宮捷運站和松江市場,13432355,獨立套房,2F/4F,"9,500",中山區,屋主,7,邱先生,4天前,行天宮站,215
319,北醫、吳興商圈、對外窗、生活機能佳,13431622,獨立套房,4F/5F,"11,988",信義區,仲介,4,陳先生,12小時內,麟光站,634
320,捷運台電大樓走2分、公車站牌1分、近台大,13430624,獨立套房,3F/5F,"11,500",大安區,屋主,6,林先生,5天前,台電大樓站,211
321,世貿101，空間大，北醫吳興商圈，採光,13430174,獨立套房,頂樓加蓋/4F,"10,800",信義區,仲介,8,沈先生,3天前,吳興街派出所站,30
322,士林區精華地段全新套房臨士林夜市捷運站,13426522,獨立套房,5F/5F,"9,000",士林區,屋主,7,陳太太,26天前,士林站,476
323,近北門站/官方賴預約時間/詳情文宣說明,13423080,獨立套房,1F/5F,"10,000",大同區,仲介,6,林先生,21小時內,台北車站,473
324,龍山寺/對外窗/乾淨/垃圾代收/電梯,13422143,獨立套房,4F/12F,"9,000",萬華區,仲介,4,謝先生,19小時內,龍山寺站,297
325,麗山街優質套房,13421605,獨立套房,5F/5F,"10,500",內湖區,屋主,8,姜先生,17天前,港墘站,288
326,雙捷運！師大分部！包水電！學生首選！速洽,13421311,獨立套房,1F/1F,"9,000",文山區,仲介,6,黃先生,2天前,師大分部站,191
327,😍龍山寺站😍可寵✨乾溼分離✨垃圾代收,13421112,獨立套房,1F/5F,"11,050",萬華區,仲介,6,加賴專員服務,12小時內,龍山寺站,506
328,南京復興捷運站旁獨立套房(附家具),13420597,獨立套房,3F/4F,"12,000",中山區,屋主,5,游先生,7小時內,南京復興站,566
329,頂樓加蓋，獨立陽台,13418074,獨立套房,頂樓加蓋/5F,"9,500",內湖區,代理人,8.5,王小姐,3天前,東湖站,284
330,全新百萬裝潢飯店套房,13417672,獨立套房,5F/14F,"12,000",中正區,屋主,12,楊老師,昨日,台電大樓站,289
331,我家就是你家，東湖3號口2分鐘，全新套房,13416119,獨立套房,B1/5F,"9,000",內湖區,屋主,9,李先生,7小時內,東湖站,164
332,永春捷運一樓雅緻套房,13415551,獨立套房,1F/5F,"12,000",信義區,仲介,6,游先生,7天前,永春站,128
333,永春捷運一樓雅緻套房,13415519,獨立套房,1F/5F,"12,000",信義區,仲介,6,游先生,10天前,永春站,128
334,⭐龍山寺站⭐家樂福/採光好/可寵共享公寓,13415022,獨立套房,3F/5F,"10,500",萬華區,仲介,5,柯先生,21小時內,龍山寺站,341
335,近內科邊間2樓，採光佳,13411646,獨立套房,2F/5F,"10,000",內湖區,屋主,6,董先生,15小時內,港墘站,195
336,民權林森、中山國小站旁獨立套房,13409723,獨立套房,2F/5F,"11,000",中山區,屋主,7,劉先生,29天前,中山國小站,196
337,近古亭站/官方賴預約時間/詳情文宣說明,13407048,獨立套房,4F/5F,"9,000",中正區,仲介,5,宋先生,21小時內,古亭站,615
338,有電梯西門町捷運步行6分鐘套房,13406880,獨立套房,7F/10F,"10,500",萬華區,屋主,7,王先生,7天前,西門站,434
339,近劍潭站/官方賴預約時間/詳情文宣說明,13406053,獨立套房,3F/5F,"10,500",士林區,仲介,6.5,林先生,21小時內,劍潭站,438
340,*南港展覽館*獨立洗衣機*對外窗*採光優,13404116,獨立套房,頂樓加蓋/5F,"10,000",南港區,仲介,7,邰先生,17小時內,南港展覽館站,453
341,"北醫吳興街,採光,通風,沙發,空間大",13403400,獨立套房,頂樓加蓋/4F,"10,800",信義區,仲介,7,林先生,8天前,台北101/世貿站,554
342,清幽乾淨一樓大套房(禁菸禁寵物),13401768,獨立套房,1F/5F,"11,000",內湖區,代理人,9,魏先生,22小時內,西湖站,573
343,超亮🍎大面窗🍎全新洗衣機,13401000,獨立套房,5F/5F,"10,000",內湖區,仲介,5,游小姐,30天前,內湖站,412
344,南京麥當勞後/精華區/無仲介費,13400508,獨立套房,4F/4F,"10,000",中山區,屋主,6,黃先生,17小時內,中山站,538
345,全新套房出租距士林站1分鐘生活機能方便,13395861,獨立套房,2F/3F,"11,000",士林區,屋主,7,趙先生,32天前,士林站,140
346,信義區獨衛小套房近世貿站四四南村,13090470,獨立套房,2F/2F,"12,000",信義區,仲介,5,鄒先生,19小時內,台北101/世貿站,339
347,文山優良套房，近中國科大/辛亥捷運站,13328921,獨立套房,5F/5F,"12,000",文山區,屋主,5,陳先生,7小時內,辛亥站,591
348,高級豪華套房,13302492,獨立套房,4F/8F,"9,300",松山區,屋主,8,張小姐,7小時內,松山站,173
349,台電大樓古亭雙捷運木質地板和風公寓套房,13156191,獨立套房,2F/4F,"12,000",中正區,仲介,6,小明先生,22小時內,古亭站,551
0,★近海山捷運站★整套傢俱★機能優★採光好,13556378,獨立套房,5F/5F,"11,500",土城區,屋主,7.5,謝先生,19分鐘內,海山站,647
1,頂溪商圈.電梯.採光好.空間寬敞,13555741,獨立套房,3F/7F,"11,999",永和區,仲介,8.3,張先生,8小時內,頂溪站,337
2,"近景安捷運站,生活機能佳!",13555362,獨立套房,4F/7F,"11,000",中和區,屋主,8,高先生,10小時內,景安站,214
3,獨立洗衣機、可貓、裝潢新、對外窗,13555379,獨立套房,3F/4F,"12,000",板橋區,仲介,5,張先生,8小時內,江子翠站,238
4,三重區/菜寮捷運站/獨立洗曬/寵物可貓,13555360,獨立套房,4F/5F,"12,000",三重區,仲介,8,張先生,10小時內,菜寮站,187
5,獨立洗衣機、可寵物、可短租、對外窗,13555356,獨立套房,3F/4F,"12,000",板橋區,仲介,7.5,張先生,8小時內,江子翠站,238
6,三和國中捷運自強路仁愛街採光美套房,13555153,獨立套房,4F/5F,"11,000",三重區,仲介,5,陳小姐,11小時內,三和國中站,656
7,捷運丹鳳【秒殺租案】大面採光★獨洗衣機,13553951,獨立套房,4F/5F,"10,499",新莊區,仲介,7,許先生,14小時內,丹鳳站,480
8,捷運幸福站旁私有陽台獨立大套房,13553890,獨立套房,5F/5F,"9,700",新莊區,仲介,7,胡先生,14小時內,幸福站,294
9,可租補報稅和風套房自租代收垃圾近智光商圈,13553207,獨立套房,3F/4F,"9,500",永和區,屋主,5,顧小姐,7小時內,景平站,499
10,近板橋車站住戶單純鬧中取靜電五元,13552476,獨立套房,1F/3F,"11,000",板橋區,代理人,6.3,楊先生,12小時內,板橋站,240
11,土城捷運站3分鐘雅緻小豪宅[金城雅緻園],13552427,獨立套房,6F/18F,"11,500",土城區,代理人,10,王小姐,17小時內,土城站,311
12,免仲介費）捷運新莊【超值租案】採光*獨洗,13552202,獨立套房,2F/4F,"9,799",新莊區,仲介,6,許先生,18小時內,新莊站,797
13,免仲介費）捷運新莊【超值租案】採光*獨洗,13552185,獨立套房,2F/4F,"10,499",新莊區,仲介,6,許先生,18小時內,新莊站,797
14,捷運低樓層溫馨套房，生活機能佳，限女性,13552116,獨立套房,2F/3F,"10,000",三重區,代理人,7,林小姐,11小時內,三重國小站,548
15,近捷運新莊站◆超值套房◆獨洗大面採光,13552104,獨立套房,5F/5F,"9,998",新莊區,仲介,7,黃先生,18小時內,新莊站,544
16,全新裝潢採光好水泥隔間可開伙養寵獨立套房,13551928,獨立套房,3F/4F,"9,500",板橋區,仲介,7,黃小姐,18小時內,府中站,416
17,方正可寵套房-採光通風-家電齊全-機能優,13551875,獨立套房,3F/5F,"11,000",三重區,仲介,7,藍先生,18小時內,三重國小站,592
18,板橋海山精美套房.鄰近中和環球,13551844,獨立套房,5F/5F,"11,000",板橋區,仲介,8,王先生,18小時內,板新站,789
19,南勢角站、流理台、獨立洗脫烘,13551700,獨立套房,5F/6F,"12,000",中和區,仲介,6.5,陳先生,12小時內,站,0
20,"中和站,近捷運採光套房,家具全獨立衛浴",13551676,獨立套房,4F/5F,"10,999",中和區,仲介,9,林小姐,19小時內,中和站,18
21,方正可貓套房-獨立洗衣機家電齊全-近捷運,13551660,獨立套房,5F/5F,"10,500",三重區,仲介,5,藍先生,19小時內,菜寮站,413
22,景安站/中和四面佛、獨立廚房/洗衣機,13502850,獨立套房,4F/5F,"11,988",中和區,仲介,6.5,陳先生,12小時內,南勢角站,380
23,低樓層免爬高大套房-格局方正，大對外窗,13551252,獨立套房,2F/5F,"12,000",蘆洲區,仲介,10,黃先生,20小時內,三民高中站,515
24,近蘆洲三民高中捷運舒適便利寧靜採光佳套房,13551190,獨立套房,3F/5F,"11,500",蘆洲區,代理人,7,Sunny,20小時內,蘆洲站,572
25,★短租另議★捷運蘆洲★可貓★凸窗晒衣,13551178,獨立套房,3F/4F,"11,500",蘆洲區,仲介,6,洪先生,20小時內,蘆洲站,572
26,近捷運台北橋站【全新裝潢】超值*乾溼分離,13550493,獨立套房,3F/4F,"9,499",三重區,仲介,6,曾先生,21小時內,菜寮站,468
27,三重優質全新套房全新家電家具生活機能佳,13549891,獨立套房,3F/4F,"10,000",三重區,屋主,6,林先生,22小時內,三重國小站,541
28,台北橋三重第一站，近捷運站公車站,13549887,獨立套房,3F/4F,"10,000",三重區,屋主,8,陳先生,22小時內,台北橋站,394
29,龍華輔大/5分鐘迴龍站,13549822,獨立套房,1F/9F,"11,000",新莊區,屋主,6,宋先生,21小時內,迴龍站,30
30,獨立洗衣，超大對外窗，近新埔捷運大漢橋,13549815,獨立套房,4F/4F,"10,999",板橋區,代理人,8,王先生,23小時內,環狀線新埔民生站,338
31,中和站🌈實惠套房❤️獨衛含水網路第四台,13549802,獨立套房,4F/5F,"11,000",中和區,仲介,9,黃先生,13小時內,中和站,82
32,近菜寮站約8分鐘★優質大套房★限女,13549743,獨立套房,3F/4F,"10,500",三重區,代理人,8,盧先生,7小時內,菜寮站,455
33,近新莊捷運站♥電梯大套房♥歡迎養貓養狗,13549741,獨立套房,5F/6F,"9,500",新莊區,代理人,7.9,詹先生,18小時內,新莊站,204
34,捷運頂溪站【秒殺租案】大面採光★獨洗衣機,13549560,獨立套房,6F/7F,"10,999",永和區,仲介,13,薛小姐,22小時內,頂溪站,690
35,台北橋捷運/簡約美套房/獨立洗衣機,13549336,獨立套房,4F/4F,"12,000",三重區,仲介,8,蘇小姐,15小時內,台北橋站,175
36,頂埔國小對面*上班搭捷運一定有位置睡,13549135,獨立套房,4F/4F,"11,000",土城區,仲介,7,廖先生,3小時內,頂埔站,664
37,景安站優質套房出租,13548946,獨立套房,5F/5F,"9,000",中和區,屋主,6,陳先生,2天前,景安站,366
38,獨立大套房_四維市場、鴻金麻吉寶影城,13548913,獨立套房,3F/4F,"12,000",新莊區,代理人,8,陳小姐,2天前,丹鳳站,581
39,日月光優質套房,13548315,獨立套房,1F/5F,"9,500",土城區,屋主,6,林先生,2天前,土城站,570
40,迴龍捷運3號出口，到站就到家,11484282,獨立套房,1F/7F,"9,000",新莊區,屋主,6,劉先生,7小時內,迴龍站,234
41,電梯全配自強正義北路商圈,13547103,獨立套房,5F/12F,"11,500",三重區,屋主,7,鄭先生,2天前,三重國小站,636
42,板橋府中捷運一房一廳陽台大套房,13546635,獨立套房,5F/5F,"10,500",板橋區,屋主,10,江先生,2天前,民族區運路口站,26
43,近南勢角捷運站興南夜市立可入住,13541129,獨立套房,4F/4F,"12,000",中和區,屋主,10,安先生,2小時內,南勢角站,195
44,南勢角捷運站全新優質套房有飲水機,13512784,獨立套房,5F/6F,"12,000",中和區,仲介,6,林先生,2小時內,南勢角站,258
45,新莊思源路捷運400M，近輔大，套房出租,13546139,獨立套房,3F/5F,"9,500",新莊區,屋主,5,黃先生,18小時內,幸福站,435
46,低樓層~免爬梯~近捷運~機能優~近重陽橋,13545148,獨立套房,1F/5F,"9,000",三重區,仲介,5,李先生,18小時內,三和國中站,619
47,蘆洲全新裝修電梯大樓套房近捷運站,13544772,獨立套房,頂樓加蓋/6F,"10,000",蘆洲區,屋主,7,周先生,2天前,徐匯中學站,460
48,新埔站-精緻大套房有對外窗獨立洗衣機!,13544235,獨立套房,頂樓加蓋/5F,"9,500",板橋區,代理人,9,連先生,15小時內,環狀線新埔民生站,550
49,採光明亮大空間/獨立洗衣機/國光路交叉口,13544120,獨立套房,4F/5F,"10,500",板橋區,仲介,6,李先生,3天前,板橋站(環狀線)站,481
